output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7
0.17171307,0.13140076,-0.020894656,0.36512735,-0.05416772,0.0011989304,0.21947691,-0.3594858
-0.29820228,-0.22986397,-0.098272294,0.050121292,-0.034963183,-0.16680771,-0.13236235,-0.15658164
0.6053586,0.002754673,-0.34057018,-0.3221844,0.85340416,0.25607014,-0.17794037,-0.20809916
-0.12759677,0.22851881,0.0035380214,0.10769841,0.09381207,-0.31897715,0.23714511,-0.14586973
-0.009830761,-0.019759566,0.013858738,-0.06452993,-0.09232022,-0.09624162,-0.022054434,-0.09047429
-0.20012133,-0.23201753,0.19764997,0.20734395,-0.31998128,0.15123719,0.17040105,0.16422388
-0.14760263,0.005493552,0.12256841,0.057518996,-0.13299716,-0.09534448,-0.23665349,0.10416809
0.12966672,-0.17784229,-0.16890955,-0.07030478,-0.21136278,0.043764263,0.028283034,-0.15493326
-0.028596807,0.09714255,0.23889142,-0.24650522,0.13196547,-0.01796973,-0.280211,0.08850317
-0.022848185,-0.3768216,0.08886047,0.11268276,-0.0690443,-0.13466907,0.10823723,-0.03045743
0.15329382,-0.028804991,-0.17747545,-0.09109327,0.10878587,0.36604103,0.15762931,0.25408617
0.11515161,-0.1306269,0.18623206,-0.28489757,-0.046151727,-0.062823035,-0.4341792,-0.07405752
-0.054473527,-0.25669336,0.023574913,-0.0040960666,0.02666246,0.19005665,-0.16033101,-0.20954567
0.09879198,0.0965271,-0.11599117,-0.35463575,0.47766128,-0.00981301,0.0017537355,0.0038017423
