output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7
-0.1243555,0.23692803,-0.26840505,0.015106343,0.0039987275,-0.0173446,0.053061645,0.19967481
-0.036768213,-0.08651734,0.031847786,-0.03788993,0.060966246,0.14801034,0.069656834,0.09893902
0.09377952,0.018970994,-0.17137362,0.2284675,0.20272543,-0.025042621,-0.012089841,0.13633919
0.089641884,0.13104181,0.11744354,0.14372481,-0.26324788,-0.013583651,-0.15070918,0.095625736
-0.05482926,-0.13598067,0.1501866,-0.14736268,-0.24201503,-0.2166847,-0.39205107,-0.12368349
-0.45298067,-0.4729332,0.20789601,-0.03998617,0.2417355,0.14775217,-0.27422222,0.5624138
0.119101204,0.2292052,-0.040118724,0.3469993,0.07347628,-0.36364275,-0.21070948,-0.28279924
0.18565018,-0.012454097,-0.01153072,0.15992838,-0.21808843,0.44023415,0.30540338,0.07902528
0.19057703,-0.19067825,0.04790522,0.06778968,0.17781858,0.17508508,-0.056643654,0.048112787
-0.17791368,-0.08568896,-0.10414827,0.056010112,-0.048487898,0.16315326,-0.004959735,0.3669737
0.20879406,-0.11115839,-0.26591,0.19634254,0.0026870177,-0.13971902,0.34691986,-0.31958976
-0.216104,-0.06672979,-0.309726,-0.21038942,-0.032818906,0.25816253,-0.17281738,-0.3504622
-0.07323084,-0.20443666,-0.098625176,-0.2779074,-0.11561841,-0.043337885,-0.106485166,-0.07143333
-0.0638293,-0.01728373,0.35758272,0.3256247,-0.44509426,0.66011924,0.11236117,-0.3039055
-0.032005996,0.14013956,-0.10657548,-0.028238472,-0.07607365,-0.13201004,-0.25553024,-0.1313925
-0.2490484,0.3149818,-0.027117917,0.13325068,-0.5174307,-0.075277835,-0.29857895,0.72188216
0.028573178,-0.24479201,-0.049042508,-0.092476755,4.5982204e-05,-0.14804211,-0.13912874,-0.07266192
0.007588716,-0.132131,-0.05206454,0.32978073,-0.26483938,0.101871476,0.06666778,0.117623754
-0.035867307,-0.06924509,0.124803014,-0.24443644,-0.12434141,0.03988424,-0.08951609,-0.20460297
-0.35881108,0.04250377,0.16815834,-0.3087673,-0.15899141,-0.04836545,0.0127229085,-0.12064115
-0.09893227,-0.2974061,-0.12533231,-0.04947065,-0.05690817,-0.13151014,-0.049082916,-0.07194708
0.017910335,0.044765342,0.13203387,0.18843468,-0.10382067,-0.054425396,0.17324732,-0.1047509
-0.36891815,0.14221114,-0.005734119,0.240128,-0.067800924,-0.041226525,-0.06650623,-0.15182467
-0.62433136,-0.65242153,-0.15048261,-0.21536426,0.29090336,0.62050915,0.38823915,-0.042761955
-0.39156976,-0.07402512,-0.26247337,0.51430124,-0.22459404,-0.12151214,0.4285982,0.12612224
0.14346004,0.13396415,-0.63618034,-0.20840885,0.20509402,-0.19455731,0.13804434,-0.04501483
-0.067861944,-0.12825543,-0.23928528,-0.2496468,0.08963519,0.04278426,-0.16213208,-1.2564142e-05
-0.2528719,0.069916025,0.40649518,-0.08498013,-0.0861009,0.050485957,-0.054175176,0.12990995
0.037913825,0.36243537,-0.30028713,-0.17511374,-0.7176918,0.34745547,-0.008792471,-0.15717773
0.15032771,-0.027663792,0.22409944,-0.15562972,-0.11450145,0.14578077,0.2521617,0.03533789
-0.13006015,0.29401806,-0.5090098,-0.47199526,0.25282043,0.49355963,-0.20987853,-0.4579047
0.13425761,-0.13578705,0.29294324,0.49605954,0.6136349,-0.51071525,0.008426498,0.46322483
-0.087130636,-0.017041808,0.16221227,0.010792779,-0.08099116,0.5271897,0.1872398,0.031830523
0.11413808,0.025059583,-0.1593516,0.110980496,-0.051663015,-0.07920156,-0.12878576,0.09235631
-0.22990645,0.18483548,-0.050212488,0.2210132,0.16963722,-0.18266486,-0.073512495,-0.19186199
-0.055050656,-0.23152456,0.45898762,-0.43367112,0.09856309,-0.30955008,-0.08870915,-0.1419225
0.13843592,0.22962491,0.14959233,0.090912,-0.106021434,0.06266658,-0.06193442,0.14312734
-0.14243986,-0.27746382,-0.19661756,0.01970107,-0.22848488,0.112114176,-0.12993309,-0.22057973
0.20824231,-0.16764922,0.19479133,-0.1634682,0.31675005,0.3277055,0.03239682,-0.29711246
-0.08575386,0.14352593,0.058990646,-0.11426277,-0.0651509,0.13301454,-0.09670277,-0.14010955
-0.02301539,-0.1400005,0.025869505,0.1675786,0.036988415,0.0959198,-0.2629066,0.012200031
0.09664245,-0.18401523,0.04674711,0.08245828,-0.18115619,-0.005428356,0.14047937,-0.00450767
0.038027544,0.33836684,0.14764906,-0.15105842,-0.21776989,-0.4744347,0.10853641,-0.06814729
-0.0410338,0.025927197,0.19439569,0.07443269,0.10097192,0.07286333,0.13023475,0.10808177
-0.15818547,0.19066577,-0.025148863,0.084071636,-0.22097,-0.13815607,0.01623435,0.22048877
-0.023695674,-0.05129884,-0.1846047,0.3602048,-0.05204888,-0.050294165,0.1644787,-0.040459808
-0.02224126,0.24064247,0.10033363,0.10117036,-0.12258436,-0.14410226,0.29389066,-0.23268208
0.0999661,0.17080413,-0.0739128,-0.13308807,-0.05042172,-0.010151074,0.0587664,0.04067333
0.08557406,-0.056214593,0.10297885,0.060856048,-0.013644575,0.32918167,0.1198708,-0.09868616
0.3205917,0.03653157,-0.09587217,-0.13606401,0.12755883,-0.21109085,0.15343387,-0.07072056
-0.33547112,-0.43895352,0.081429146,-0.2955315,-0.35325336,-0.17745112,-0.18164006,-0.2380032
0.06394743,0.07602192,-0.12838966,-0.13176195,0.062379584,-0.06973605,0.05978362,0.2940245
-0.09750209,-0.017148651,0.110589944,-0.13517578,-0.027188202,-0.083085865,0.0121240085,0.08265924
0.1521505,0.18654506,-0.02560183,0.43343648,0.0086608855,0.09896822,0.34513652,-0.09444878
-0.18446116,0.20417012,0.81474483,-0.19961172,0.20670901,-0.059002385,-0.16697854,-0.05316862
0.17025523,0.17318523,-0.015450679,-0.010658598,-0.1163306,0.02361191,-0.51901966,-0.06491911
0.2706493,0.1756966,0.12610233,-0.1555825,0.111532904,-0.015544736,-0.10782366,-0.1443115
-0.14761643,-0.19314562,-0.016813453,-0.23133159,-0.031456247,0.12261314,-0.001509346,0.6119917
0.050694603,0.099341065,0.081472404,0.025161665,0.25486606,-0.09819097,0.089805454,0.30011576
-0.12295069,-0.1771184,-0.50431675,0.23096976,0.118170425,-0.013348002,-0.015056993,0.13753249
0.08210365,0.00071996055,0.06505344,-0.10914813,0.12640317,-0.08441114,0.22324526,-0.018577306
0.21722218,-0.25423482,-0.04596155,-0.17337354,-0.012517825,-0.17667992,-0.12279447,0.094523504
0.051746186,-0.2675303,0.23153058,-0.059690997,-0.052594207,-0.17110468,0.064022854,0.070973955
-0.19788179,0.4355873,-0.08823941,0.110917345,0.01486475,-0.1529191,-0.07039275,0.110569365
0.037519533,-0.13807954,0.083081916,-0.14702994,0.021351872,0.119263366,-0.30127105,0.075951636
-0.09715654,0.080293395,0.10900567,0.029487243,0.054492343,0.2109212,-0.09567325,-0.20221245
0.15324773,0.0045075323,0.20031022,0.17512806,0.03598595,0.042996284,-0.24878412,-0.12091236
-0.016963264,-0.1191157,0.12315966,-0.18809344,0.020573253,-0.14378816,-0.35326785,0.17836015
-0.19007145,0.0451767,-0.08319637,-0.16209742,-0.17246772,-0.35844594,0.10330247,0.13930453
-0.02287219,-0.07996681,-0.4102433,0.89455354,-0.31483504,-0.15272596,-0.42937824,0.5900352
-0.3979223,-0.29931965,-0.14100076,-0.4462585,0.10105277,-0.103107035,0.0022525426,-0.25185755
-0.4697509,0.012597532,0.24614765,0.19763349,-0.032502726,-0.07546419,-0.07791979,-0.07595581
0.23063473,-0.120238826,0.43386635,0.29968208,0.3884078,-0.23730342,0.22521816,-0.29763624
-0.25710112,0.24498391,0.38411576,0.2327301,-0.24211319,0.02887118,-0.11281515,-0.21576253
-0.042182107,-0.13135877,-0.07231152,0.031666428,0.048897155,-0.2108137,-0.15893732,0.47009838
0.15464734,0.17878117,-0.14875686,-0.36278763,0.10865671,0.4437151,0.2023819,-0.13234451
-0.21063568,-0.18894349,-0.1582992,0.082958505,0.13673009,0.26479885,0.20278727,0.23702079
0.18953401,0.22267616,0.017079618,0.14810437,-0.042757064,0.07977334,0.23304997,0.08060861
0.040393613,0.53333193,0.4350223,-0.13866374,-0.027579786,0.2768447,-0.054030307,0.21610537
0.26652262,-0.52649975,-0.501015,-0.17162256,-0.29067525,-0.21761978,0.6959979,0.008482303
-0.23659505,0.24056575,-0.20633446,-0.016347742,-0.10599638,-0.19028732,-0.1061173,0.22941367
0.21881056,0.25591502,-0.18348786,0.058818825,0.122564666,0.16306782,0.20660685,-0.25312912
-0.021968598,0.08886634,0.02623764,0.2349195,0.046030015,-0.21566775,-0.054596603,-0.43678176
-0.71630406,0.23816222,-0.121832445,0.38409075,0.23566405,0.16616477,-0.46724293,-0.2088129
0.15649123,-0.10329149,0.22201584,-0.1604334,-0.25015193,0.02306656,-0.10068127,-0.203111
0.17117462,-0.03711726,-0.35803488,-0.0019222511,0.3897478,-0.47459328,0.22536385,0.15668048
-0.2511143,-0.00048725953,-0.32850224,-0.29902333,0.08098731,0.050372466,-0.09972,0.07901042
-0.010858623,-0.14499173,-0.009705735,-0.07919852,0.08713065,-0.0114484895,-0.07149542,0.15369335
0.08148258,-0.10706074,-0.064911634,0.1305438,-0.0061457236,-0.15296884,-0.11994576,-0.08877843
0.0047247037,-0.108736135,0.11919243,0.12358585,0.046342038,0.026439648,-0.11247294,-0.12101563
0.08589094,-0.027180165,-0.06490268,0.307912,0.2405665,0.23481402,-0.03442707,-0.070888855
0.76022667,0.3466374,-0.060871754,-0.089751944,0.08275685,-0.05097747,0.2746658,0.4479004
0.2594094,0.050419457,0.13129008,-0.027232064,0.0648874,0.0066224616,0.16138242,0.04023653
0.054310404,-0.18908872,0.06551658,0.009548247,0.49972695,-0.2943081,0.45574117,-0.3756429
-0.7073863,-0.052748907,0.15952379,-0.965572,0.31023946,-0.5045742,0.94852066,-0.38990104
0.27339628,-0.17340387,0.094275415,0.061514314,-0.09599768,0.24867852,0.0482998,-0.12747467
-0.2340351,0.34057757,-0.064835384,0.103237495,-0.05003813,0.32902625,-0.22990558,0.35712895
-0.22188722,-0.08556993,0.20241816,0.06005121,0.03302461,0.16003388,0.091620356,-0.019833341
-0.040643256,-0.023844212,-0.11854231,-0.07461582,-0.1469377,0.24529652,0.035812892,0.08885189
-0.047752082,-0.10502227,-0.057607338,-0.14976367,-0.1816949,0.13085216,0.06019177,-0.049979955
-0.015030407,0.059546825,0.17509672,-0.0042762286,-0.05362035,-0.06911848,-0.013159484,0.28500512
0.105464436,0.0619472,-0.15553604,-0.11839836,-0.232132,-0.064328395,0.012936943,-0.08934548
0.010616984,1.1140106,-0.035179496,-0.033376656,-0.054515872,0.5246464,-0.30136096,0.25558493
-0.12022265,-0.0028865242,-0.06717718,0.17117596,0.16023645,0.004715445,0.32032594,0.08139521
-0.21463685,0.06145011,0.21066862,-0.25838196,0.052882172,-0.18319286,0.049294338,-0.06587213
0.095597155,0.0679854,-0.31936797,-0.15485196,-0.3725848,-0.06375308,-0.1348725,0.44060722
0.19803765,0.18201493,0.080471225,-0.07417886,-0.04252091,0.1352107,-0.18386343,-0.117813356
-0.020204913,-0.25697866,0.033123728,0.15626568,-0.20394167,-0.08960191,0.10250574,-0.006110132
0.17591488,-0.37460124,-0.1365212,0.3664763,-0.3740376,-0.39701897,-0.35906336,0.42769462
-0.6160337,0.16757609,-0.31101745,0.094856136,-0.54631954,-0.2778287,0.2739966,-0.16046646
0.058498774,-0.11281487,-0.23093915,-0.053361803,-0.15696481,0.063647345,-0.107818946,0.16157277
0.00610055,-0.23685102,0.054329604,-0.018727496,-0.18260509,0.050248176,-0.050854884,-0.038295474
0.05754619,0.0044330317,0.15240614,-0.13093473,-0.25131735,-0.030059183,0.25177416,-0.083471805
-0.13796641,-0.21778661,0.01828676,-0.19748598,0.08862649,-0.009773159,-0.0644511,0.033464737
0.093927175,0.16862436,0.11514445,-0.21177119,0.20178296,-0.027925983,0.00614885,-0.33296078
0.054373134,-0.22506694,0.016196774,-0.08472457,-0.017815374,-0.05746834,0.016882095,0.025303675
-0.2656637,-0.010207489,0.24359906,0.12597613,0.025686698,-0.021867033,-0.33458525,-0.10695475
-0.05844725,0.05976062,0.17663985,-0.020643335,-0.014130072,-0.038300227,0.2201853,0.17761284
-0.112776615,0.014365815,-0.091695,0.036364604,-0.17799236,-0.05829774,0.22210132,-0.05881323
-0.11078233,-0.039859667,-0.06303193,0.10944472,-0.24192236,-0.15934713,-0.208097,0.10462776
-0.0315269,0.31981122,-0.09311563,-0.21238674,0.07399599,-0.41180825,-0.087040946,-0.0076787914
0.058862597,0.04330174,0.050651796,-0.1591702,-0.30876905,-0.030914942,0.05368665,-0.31320584
-0.047353644,-0.08888728,0.01563505,-0.21927159,-0.05442752,-0.14909041,-0.11313495,0.17201601
-0.10525502,0.20969388,0.00647594,-0.050247397,0.07719065,-0.08600379,0.0015760262,0.013654076
-0.09292804,-0.14692909,0.07555348,-0.011077519,-0.047048204,0.3993564,0.083056785,0.24657686
-0.18292564,0.08467412,-0.025771659,0.0080999,0.024827305,-0.07188782,-0.36476037,-0.03582025
-0.17216095,-0.005601336,-0.53794634,-0.0837387,0.23451029,0.17243154,0.040267844,0.044453297
-0.038093537,0.06835273,0.007034573,-0.1495815,0.1260468,0.14062147,-0.11596599,-0.029889185
0.09537824,-0.07576795,0.015542504,-0.22873086,0.0348448,-0.04560823,-0.21948683,-0.4683656
-0.10500254,0.12750722,0.24028689,0.124684,0.5669559,-0.19369888,0.29573345,0.19847257
0.010574383,0.105942234,-0.17232493,-0.32456982,0.18928917,-0.22363624,0.24594194,-0.046438225
0.16046605,0.30427653,0.2961124,0.1549632,-0.016878262,0.06764705,0.071632974,-0.14116149
-0.089039125,-0.049878787,-0.11820759,0.054409776,-0.12106934,-0.17811011,-0.030237038,-0.009913625
-0.2590558,0.030664682,-0.005558409,0.02947548,0.1372275,-0.03422171,-0.043825522,0.48809537
0.066285096,-0.20002426,-0.09716758,-0.30196884,0.19235767,-0.044790562,0.19000293,0.142751
-0.105722085,0.07966457,0.41862926,0.05894352,-0.3480139,0.091716,-0.23662978,0.09591607
0.24317491,-0.013167484,-0.44293413,-0.68532443,-0.30306387,-0.40007722,-0.32911965,0.6808058
0.0337787,0.13373384,-0.046610568,0.27411693,-0.013799884,-0.09891722,0.24969468,-0.03358763
0.10576905,-0.07968492,0.14753246,0.02181191,-0.08457949,-0.023600878,0.25300258,-0.0991567
0.082246654,-0.120103136,0.113862194,0.08163887,-0.11661782,0.20511737,-0.25256714,-0.095666826
0.25437322,-0.0009205443,0.002887903,-0.24433368,-0.034166057,0.0070476653,0.24764833,0.015328881
-0.085167676,0.029645888,0.18280156,-0.3114807,-0.17184459,-0.17455031,-0.015761692,0.13679875
0.11298162,-0.106356345,0.1362245,-0.0252922,-0.12404021,-0.0349449,-0.09196651,-0.06258738
-0.1692213,-0.13284765,-0.108731575,0.016143642,0.0069517335,-0.00038985175,0.11481956,0.19977716
0.028109934,-0.2234047,-0.2668236,0.15281087,-0.31559345,0.25209337,0.12149914,-0.13635112
0.04618047,0.11869069,-0.086797364,0.3760213,-0.053094383,0.11458862,-1.2452414,-0.58879536
0.3084185,-0.08485282,-0.23762712,-0.34171158,0.17873174,0.23692776,0.16302966,0.005539791
0.023120278,-0.11461506,-0.007025381,-0.11491982,0.1789528,0.06613708,-0.22641256,-0.19255498
0.04235006,-0.06355706,0.094655395,-0.053855706,-0.16357428,-0.1081245,-0.14587796,-0.06145853
-0.16836472,-0.35593718,-0.038504306,0.23513286,0.3728169,-0.03761018,0.13341504,-0.23928481
-0.09779397,-0.09629756,-0.11815677,-0.46555993,0.22145423,0.55837595,-0.22871062,0.105508424
-0.06914115,0.12128178,-0.0033922521,0.06342718,0.17748882,0.11580134,0.05876485,0.01585629
0.5120429,-0.5259576,-0.32163143,-0.18952832,0.03180582,0.017498083,0.03210374,0.09262941
0.087819874,-0.042193826,-0.14369945,0.03234607,-0.09053942,0.08901684,-0.060364943,-0.11815708
0.031223454,0.24822882,0.21184312,0.119166575,-0.06312884,0.04870101,-0.07861575,0.014569418
0.18416397,0.059965033,0.5568602,-0.0007557567,0.67440873,-0.10503711,-0.13083133,0.028774293
-0.18994844,0.005013709,-0.05440694,-0.04823843,0.03363056,-0.32572988,-0.13872926,-0.16458349
0.21029253,0.23916154,-0.105865516,-0.13443168,0.07225415,0.10624694,0.124520294,0.24378185
-0.14231989,-0.18118902,-0.09913379,0.30993333,-0.09375103,0.019896971,-0.08744754,-0.06609343
0.03014679,-0.13144433,0.24196135,0.117859945,0.23974107,0.16039203,0.08807577,-0.15205379
0.35521445,-0.020251457,-0.024540497,0.43601078,-0.15645196,0.0017129096,0.15182656,-0.12748112
-0.034602787,-0.24383147,0.15637092,0.21364549,-0.0031004664,0.4925756,-0.19665149,0.25935858
0.12472171,-0.014975101,-0.05286943,0.00069588434,-0.00046536137,-0.34166262,-0.13363881,0.03168276
-0.0663754,0.21149866,-0.12002063,-0.04323716,0.27733684,0.15037613,0.09560728,0.035567105
0.1324065,0.039583687,0.13027333,0.04085603,-0.25549343,0.13551612,-0.22994646,0.050539985
0.05287087,0.02199062,-0.046319485,-0.11604498,-0.017189978,-0.2076831,-0.09234914,-0.11743379
-0.12988849,-0.17160514,0.08519909,-0.31823766,0.27714434,-0.15884392,0.46820027,-0.11524674
0.33732325,0.21892327,-0.05640859,-0.29221812,0.018901028,-0.06119605,0.10128497,0.22172706
-0.005998632,-0.14146706,-0.45010412,-0.06509101,0.020509807,-0.061506763,0.008838378,0.14848453
-0.024454065,-0.28000075,0.17408364,0.115711465,0.15721507,0.1719274,-0.084809214,0.14067078
-0.23281123,-0.29053187,-0.17239283,0.18970864,0.034571573,0.3431259,-0.21553273,0.06712796
0.10075684,-0.016928075,0.0064289123,0.03906806,-0.0805444,-0.008565781,0.13875929,-0.032395635
0.06295668,0.081591494,0.20361495,-0.3324739,0.100500695,0.07309244,-0.036310952,0.030511612
0.02094935,-0.2201223,-0.22068553,-0.22055097,0.15235984,0.20866618,0.017375717,-0.23510532
-0.023098333,0.42343923,-0.02133687,0.3807014,0.20393579,-0.025926737,0.13618632,0.6186148
0.21198335,-0.24899796,0.09170044,-0.54952776,0.09505821,-0.14546035,-0.27516416,0.2313609
-0.19983895,0.05408366,0.11725658,-0.123415284,0.13363957,-0.10143084,0.26559654,-0.2617665
0.09519102,0.099831045,-0.1853813,-0.043734383,-0.26413974,0.091111876,0.12481594,-0.14132163
0.12968005,-0.35838857,-0.67185277,0.37095675,0.013319218,-0.43306917,0.9295562,-0.059807476
0.14198068,0.059969943,-0.33555794,-0.35061392,-0.18480828,0.28369334,-0.14204216,0.05054526
0.3732902,0.2665407,0.20550781,-0.22486527,-0.03436708,0.4563654,-0.32651323,-0.12304311
-0.13057522,-0.16134025,0.12404776,0.060780622,0.057963673,0.079686396,0.18596919,0.03884823
-0.05670924,-0.03583434,-0.033881053,0.117277466,0.026125701,0.03314207,-0.24373536,-0.0906839
-0.3306462,-0.004665907,-0.11064062,-0.13045472,0.11249985,-0.10641209,0.16097263,0.07016669
-0.025208578,-0.0395673,-0.16185392,0.10903279,0.1849048,-0.30653828,-0.34365016,-0.27398795
0.0676777,-0.014159384,0.096031,-0.08161325,0.048139527,0.04441526,0.06964344,0.04414648
-0.04036665,-0.035707846,-0.17140421,0.058195986,0.17292546,-0.20488895,-0.014607812,-0.0085471105
0.16292804,0.23027682,0.021065397,-0.13671847,0.15384617,0.098417215,-0.28181615,0.23081945
-0.11953122,-0.068079576,0.15973476,0.21862064,-0.08833482,0.1724547,0.020365218,-0.022806793
-0.1432397,0.17276151,-0.30607596,0.07540434,0.1708222,-0.07778173,0.01802742,0.09837079
-0.582096,-0.95174927,0.07808457,-0.34907988,0.99436474,0.28353754,0.5483545,-0.030844575
0.60643333,0.026566973,0.42960885,0.0026347446,-0.5711615,-0.15734935,0.5400379,-0.19527571
0.4780339,-0.33059946,0.46345633,0.77348286,0.03445863,-0.32297173,0.1387585,-0.3260747
-0.3728865,0.049062226,-0.090381786,-0.26408097,-0.59428465,0.17963687,0.24470115,-0.07013638
0.12292318,-0.2648027,0.06371565,0.09148678,-0.02697356,0.09254289,0.27948073,0.0810908
-0.19256043,0.112764664,0.05097095,0.068926066,-0.09449571,0.12527645,-0.012480094,-0.33715972
0.05470168,-0.04411945,0.099581264,-0.02715747,-0.16026922,0.1497294,0.22665612,0.04630432
-0.10612235,0.051535614,0.20393774,-0.23272763,0.06167655,0.063252784,0.16458055,-0.059431143
-0.18458733,0.07592434,0.08106556,-0.06589289,0.045624025,0.026978364,0.006228917,0.13318881
0.041465547,0.14256907,0.40253174,-0.34832612,0.5452958,0.50668705,-0.28368315,0.2036969
0.08946174,-0.22784378,0.43114337,0.01008385,-0.38660398,0.06538213,-0.042550314,-0.46677697
0.27472386,-0.1132048,-0.15730155,0.098371804,-0.15268357,0.5102563,0.28517285,-0.6728347
-0.23543945,-0.1474618,-0.24992794,0.08477034,-0.20092627,-0.22310248,-0.3821885,-0.02905472
0.023709495,-0.028316338,-0.048731696,0.057462573,0.46081647,-0.14453222,0.078222044,-0.19387968
0.44278407,0.06995156,0.06704423,-0.3233641,-0.016986484,0.101627275,0.31180638,-0.15195271
0.102985434,-0.4490924,0.10598989,0.06296608,0.10407039,-0.045867655,-0.3607259,-0.014060526
-0.2207647,-0.335215,0.51425874,-0.32880664,-0.17947952,-0.25172573,0.46405414,0.20920047
-0.0393962,-0.11439662,-0.14521083,0.0013857337,-0.08227064,0.071182735,0.23380615,0.030658005
-0.15549415,0.12785225,0.0064885016,-0.15460745,-0.04318296,0.15985689,-0.09124434,0.032643877
-0.23044614,0.14645456,-0.029379401,-0.1836987,0.1919921,0.009163659,0.124098435,0.08266568
-0.43453065,-0.0010889454,0.021041118,0.05789232,0.45352504,0.23319556,-0.21733765,0.4604988
0.08767847,0.24019065,-0.29274833,0.040451776,-0.1593421,0.17164281,0.23077053,-0.23576215
0.3058561,0.17536506,0.17352308,-0.17856465,0.118402734,0.13985609,0.12881099,-0.17971666
-0.19928052,-0.034318034,0.055483863,-0.31656528,0.38790724,-0.28125718,0.1886629,-0.058641594
0.14376442,-0.1423922,0.3751415,0.006466663,-0.07549218,0.12321215,0.11100892,-0.123080336
0.057202294,0.03441222,-0.0858472,-0.11243919,0.20395252,0.0718145,0.13769025,0.072704434
0.09087485,-0.17350405,-0.16886917,-0.11009523,0.1333918,0.17566761,0.23420991,0.21805185
-0.09389409,0.22659253,0.0008838329,0.30934045,-0.16721383,-0.027463596,-0.13624504,-0.15025324
-0.36289826,-0.1602744,-0.08403992,-0.062214803,-0.19996606,-0.18448499,0.3154959,-0.005468272
0.3645351,-0.0935649,-0.26443654,-0.022924928,0.08439464,-0.18231367,0.04321823,-0.13406448
0.14995527,0.1261544,0.01293122,0.007888135,0.054897238,-0.27257055,-0.18241918,0.22248444
0.012086633,0.17549592,0.23672888,-0.561836,-0.6213223,-0.42186713,-0.0047722957,-0.8563285
-0.28124836,-0.6699671,0.0999989,0.08914784,0.23914474,-0.26331955,-0.0227279,-0.119323745
0.44635886,-0.018534599,-0.20227931,-0.23485282,-0.030652529,0.20431842,-0.26615006,-0.34036902
-0.16587411,-0.41038573,0.096150756,-0.12095545,0.15558551,-0.13468896,-0.5677951,0.18430477
-0.21484417,-0.11035815,0.22682479,-0.041405782,0.107713886,-0.09500284,0.16038974,-0.19203457
0.009969847,0.065784715,0.008757485,0.020476356,-0.35607082,-0.017502422,-0.22201048,-0.06947718
0.15919138,-0.43663275,-0.12499742,0.2135375,-0.29739204,-0.016947243,-0.12497259,0.1667383
-0.26771957,-0.78775513,0.13215269,-0.3835377,0.022968633,0.38937306,0.22350895,0.111134194
0.05471734,-0.114667356,-0.2376984,0.2152062,-0.15415378,-0.020212157,-0.16935565,0.012608469
0.021465054,0.060357314,-0.089935824,0.098816544,-0.0030011653,0.33803105,0.02900348,-0.40031043
-0.17507003,-0.021556357,-0.060562566,-0.20336986,0.028288642,-0.051381506,0.20301515,0.053399432
0.4275328,-0.1483918,-0.38146234,0.08035251,-0.011573648,-0.45624667,0.12525545,-0.21208051
0.171284,0.15230913,0.0049194377,0.02782105,0.1501072,0.2256521,0.28442395,-0.02198566
0.33137068,0.10838748,-0.005616398,-0.291171,0.07513623,0.08754838,-0.116848975,0.3021653
0.089994416,0.03742296,-0.015213277,0.08688842,0.12640339,0.10440531,0.2738028,0.14816321
0.034488797,-0.110166445,0.011707713,0.08276451,-0.23873575,-0.07290955,0.10889071,-0.08812998
-0.061563276,-0.07177555,0.15629539,-0.13615291,0.39158303,0.18985954,-0.071445346,0.27911246
0.08547018,0.103665695,0.040452383,-0.039096773,0.06049185,0.02490207,0.02229398,-0.03547562
0.22239515,0.1496584,-0.027463544,0.023946015,0.07240685,-0.024373624,0.03297989,0.006383119
0.015889464,-0.75879765,-0.35355154,-0.5281776,-0.07839768,-0.2069296,0.10062877,0.21924189
-0.06351574,0.06840546,-0.21465251,-0.10230936,-0.06792419,0.38955256,0.0076272553,-0.03148481
0.1281554,-0.19568425,-0.24193723,-0.022415992,-0.11801278,-0.016460862,-0.13556474,0.037923735
-0.13543661,0.36268184,-0.123589836,-0.12826453,0.009758598,0.011927396,-0.04568724,0.012645258
0.25704393,-0.22141418,0.28511974,0.07077394,-0.13048247,-0.08642166,-0.008622174,0.10078376
0.11734613,0.23199677,-0.23681048,-0.20704669,-0.044607315,0.19940296,0.3366942,-0.091103256
-0.02859686,0.007339525,-0.02151276,0.12422088,0.049321156,-0.008585535,0.016318597,0.16489317
-0.16029194,0.29799706,-0.057172917,0.14972432,0.11355241,0.047012717,0.063378416,0.10993402
0.07026298,0.08806725,-0.1731969,0.031924054,-0.19278686,-0.13160989,0.15263422,0.013599428
-0.02967158,-0.008255102,-0.13826303,0.20378815,0.25043795,-0.24519588,0.078301586,0.09376158
0.19051875,-0.15428932,0.014489211,0.00887621,0.11807442,0.26367852,0.17161308,0.1676482
0.104660906,0.11094443,0.05916169,-0.22066987,0.108702496,-0.009081124,-0.19989741,0.16114219
0.22974268,0.077397406,0.054043032,0.036764182,-0.105088875,-0.3227031,0.020217646,-0.114299655
-0.2073693,-0.30737728,-0.1329983,-0.02409073,-0.028857898,0.20317876,0.014930992,0.13573511
0.024711521,-0.24739738,0.18707752,-0.22781888,-0.036917996,0.043344054,0.0327642,-0.18091664
-0.14650363,0.12352932,0.13985597,-0.27247006,-0.13357827,-0.39876536,-0.15737128,0.3189684
-0.16894282,-0.045063887,0.17857747,-0.025054613,-0.14574485,-0.28144896,0.109066635,-0.11724072
-0.049055554,0.05918228,0.10799166,0.29982233,0.29923567,0.24958932,0.21926406,-0.07853585
0.14712387,-0.07094501,0.32873532,-0.08322229,0.02287574,-0.024997732,0.18977202,-0.21058531
-0.12097909,0.25619853,0.3253745,0.051171266,-0.07901539,-0.056251306,0.049709845,-0.04276033
0.17994349,0.012192146,0.09559257,-0.007518013,0.115029395,-0.031272385,0.17871791,-0.19029276
-0.29134756,0.118662976,-0.052845627,-0.02431028,-0.028147135,0.33839795,-0.026874471,0.2832895
0.09089864,-0.20370547,0.079314716,-0.30319712,0.16404156,-0.12866582,-0.06758023,0.103746794
0.15323387,-0.016527588,0.14278695,-0.1539668,0.062381513,0.09942548,-0.39907464,-0.26421553
-0.1497034,-0.41043067,0.024584295,0.09273366,0.20817955,-0.0035179525,-0.07825898,-0.15940563
-0.0720454,-0.055359617,-0.3946065,-0.00289866,0.20552033,0.08672527,-0.05821116,-0.16661486
0.01870903,0.05167178,-0.004902068,0.09988971,0.22237213,0.14682226,0.059334848,-0.15275873
